Tanggal,Unit Layanan Medis,Diagnosis Primer,Code,Kecamatan,total_pasien,block_code,cluster,jumlah_pasien_wilayah_scaled_scaled,Lat,Long
2023-07,Mata,Pterygium,H11.0,Cijulang,343,Disorders of conjunctiva,2,-1.22044966,-7.727417462,108.4725217
2023-07,Mata,Optic atrophy,H47.2,Padaherang,578,Disorders of optic nerve and visual pathways,0,-0.379565967,-7.549917432,108.4216188
2023-07,Mata,Hordeolum and other deep inflammation of eyelid,H00.0,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-07,Mata,Observation for other suspected diseases and conditions,Z03.8,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-07,Mata,Examination of eyes and vision,Z01.0,Cijulang,343,Other,2,-1.22044966,-7.727417462,108.4725217
2023-07,Mata,Other glaucoma,H40.8,Padaherang,578,Glaucoma,0,-0.379565967,-7.549917432,108.4216188
2023-07,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-07,Mata,Examination of eyes and vision,Z01.0,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-07,Mata,Subjective visual disturbances,H53.1,Sidamulih,556,Visual disturbances and blindness,0,-0.458286993,-7.642151948,108.6062757
2023-07,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-07,Mata,Entropion and trichiasis of eyelid,H02.0,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-07,Mata,Other conjunctivitis,H10.8,Langkaplancar,299,Disorders of conjunctiva,2,-1.377891713,-7.486361775,108.694796
2023-07,Mata,Hordeolum and other deep inflammation of eyelid,H00.0,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-07,Mata,"Senile cataract, unspecified",H25.9,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2023-07,Mata,"Disorder of cornea, unspecified",H18.9,Langkaplancar,299,"Disorders of sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796
2023-07,Mata,"Iridocyclitis, unspecified",H20.9,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-07,Mata,Other specified disorders of eyelid,H02.8,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2023-07,Mata,Other anophthalmos,Q11.1,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-07,Mata,Optic atrophy,H47.2,Parigi,862,Disorders of optic nerve and visual pathways,3,0.636650922,-7.641850648,108.5109654
2023-07,Mata,"Disorder of visual pathways, unspecified",H47.7,Kalipucang,733,Disorders of optic nerve and visual pathways,3,0.175059448,-7.646028349,108.6953381
2023-07,Mata,Other disorders of binocular vision,H53.3,Cijulang,343,Visual disturbances and blindness,2,-1.22044966,-7.727417462,108.4725217
2023-07,Mata,"Disorder of refraction, unspecified",H52.7,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-07,Mata,Retinal haemorrhage,H35.6,Sidamulih,556,Disorders of choroid and retina,0,-0.458286993,-7.642151948,108.6062757
2023-07,Mata,Examination of eyes and vision,Z01.0,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-07,Mata,Other conjunctivitis,H10.8,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-07,Mata,Entropion and trichiasis of eyelid,H02.0,Langkaplancar,299,"Disorders of eyelid, lacrimal system and orbit",2,-1.377891713,-7.486361775,108.694796
2023-07,Mata,Observation for other suspected diseases and conditions,Z03.8,Cijulang,343,Other,2,-1.22044966,-7.727417462,108.4725217
2023-07,Mata,Retinal haemorrhage,H35.6,Pangandaran,1105,Disorders of choroid and retina,1,1.506160443,-7.683333,108.7526647
2023-07,Mata,Conjunctival haemorrhage,H11.3,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-07,Mata,Traumatic cataract,H26.1,Langkaplancar,299,Disorders of lens,2,-1.377891713,-7.486361775,108.694796
2023-07,Mata,"Visual disturbance, unspecified",H53.9,Sidamulih,556,Visual disturbances and blindness,0,-0.458286993,-7.642151948,108.6062757
2023-07,Mata,Presbyopia,H52.4,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-07,Mata,"Keratitis, unspecified",H16.9,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-07,Mata,Observation for other suspected diseases and conditions,Z03.8,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-07,Mata,Conjunctivitis,H10,Cijulang,343,Disorders of conjunctiva,2,-1.22044966,-7.727417462,108.4725217
2023-07,Mata,Pterygium,H11.0,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-07,Mata,"Disorder of eyelid, unspecified",H02.9,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-07,Mata,"Senile cataract, unspecified",H25.9,Cijulang,343,Disorders of lens,2,-1.22044966,-7.727417462,108.4725217
2023-07,Mata,"Chorioretinal inflammation, unspecified",H30.9,Sidamulih,556,Disorders of choroid and retina,0,-0.458286993,-7.642151948,108.6062757
2023-07,Mata,Visual disturbances,H53,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647
2023-07,Mata,Conjunctivitis,H10,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
2023-07,Mata,Other disorders of cornea,H18,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-07,Mata,Pterygium,H11.0,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-07,Mata,Other retinal detachments,H33.5,Cijulang,343,Disorders of choroid and retina,2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Optic neuritis,H46,Cimerak,544,Disorders of optic nerve and visual pathways,0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,Presence of intraocular lens,Z96.1,Cijulang,343,Presence of other functional implants,2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Primary open-angle glaucoma,H40.1,Parigi,862,Glaucoma,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Presence of intraocular lens,Z96.1,Mangunjaya,230,Presence of other functional implants,2,-1.624789478,-7.486361775,108.694796
2023-08,Mata,"Senile cataract, unspecified",H25.9,Kalipucang,733,Disorders of lens,3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Senile cataract, unspecified",H25.9,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Glaucoma, unspecified",H40.9,Padaherang,578,Glaucoma,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,Presence of intraocular lens,Z96.1,Langkaplancar,299,Presence of other functional implants,2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,"Senile cataract, unspecified",H25.9,Cijulang,343,Disorders of lens,2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,"Senile cataract, unspecified",H25.9,Langkaplancar,299,Disorders of lens,2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,"Visual disturbance, unspecified",H53.9,Cijulang,343,Visual disturbances and blindness,2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Amblyopia ex anopsia,H53.0,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Pterygium,H11.0,Langkaplancar,299,Disorders of conjunctiva,2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,"Disorder of refraction, unspecified",H52.7,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,"Disorder of refraction, unspecified",H52.7,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,"Iridocyclitis, unspecified",H20.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Chorioretinal inflammation, unspecified",H30.9,Kalipucang,733,Disorders of choroid and retina,3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,Entropion and trichiasis of eyelid,H02.0,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Foreign body in cornea,T15.0,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,"Senile cataract, unspecified",H25.9,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Senile cataract, unspecified",H25.9,Padaherang,578,Disorders of lens,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Presence of intraocular lens,Z96.1,Cigugur,253,Presence of other functional implants,2,-1.542490223,-7.683333,108.65
2023-08,Mata,Other visual disturbances,H53.8,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Conjunctival haemorrhage,H11.3,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Pterygium,H11.0,Cijulang,343,Disorders of conjunctiva,2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Pterygium,H11.0,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Presence of intraocular lens,Z96.1,Cimerak,544,Presence of other functional implants,0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,Hypermetropia,H52.0,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Observation for other suspected diseases and conditions,Z03.8,Padaherang,578,Other,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Senile cataract,H25,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Primary open-angle glaucoma,H40.1,Padaherang,578,Glaucoma,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,"Disorder of iris and ciliary body, unspecified",H21.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Iridocyclitis, unspecified",H20.9,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,Blepharitis,H01.0,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Observation for other suspected diseases and conditions,Z03.8,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Burn of eye and adnexa, part unspecified",T26.4,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Presbyopia,H52.4,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Disorder of refraction, unspecified",H52.7,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,"Glaucoma, unspecified",H40.9,Cigugur,253,Glaucoma,2,-1.542490223,-7.683333,108.65
2023-08,Mata,Keratopathy (bullous aphakic) following cataract surgery,H59.0,Cimerak,544,Other disorders of eye and adnexa,0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,Presbyopia,H52.4,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Degeneration of macula and posterior pole,H35.3,Parigi,862,Disorders of choroid and retina,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,"Disorder of refraction, unspecified",H52.7,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,Third [oculomotor] nerve palsy,H49.0,Langkaplancar,299,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,Pterygium,H11.0,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,Myopia,H52.1,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Disorder of eyelid, unspecified",H02.9,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Optic neuritis,H46,Kalipucang,733,Disorders of optic nerve and visual pathways,3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Keratitis, unspecified",H16.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Senile cataract, unspecified",H25.9,Mangunjaya,230,Disorders of lens,2,-1.624789478,-7.486361775,108.694796
2023-08,Mata,"Senile cataract, unspecified",H25.9,Sidamulih,556,Disorders of lens,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Corneal ulcer,H16.0,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Chorioretinal scars,H31.0,Pangandaran,1105,Disorders of choroid and retina,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Primary open-angle glaucoma,H40.1,Pangandaran,1105,Glaucoma,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Paralytic strabismus, unspecified",H49.9,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Visual disturbance, unspecified",H53.9,Langkaplancar,299,Visual disturbances and blindness,2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,Myopia,H52.1,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Primary angle-closure glaucoma,H40.2,Pangandaran,1105,Glaucoma,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Benign neoplasm of eye and adnexa,D31,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,"Senile cataract, unspecified",H25.9,Parigi,862,Disorders of lens,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,"Disorder of refraction, unspecified",H52.7,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Disorder of vitreous body, unspecified",H43.9,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Aphakia,H27.0,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Other specified disorders of eyelid,H02.8,Mangunjaya,230,"Disorders of eyelid, lacrimal system and orbit",2,-1.624789478,-7.486361775,108.694796
2023-08,Mata,Other conjunctivitis,H10.8,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Pterygium,H11.0,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Chalazion,H00.1,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Disorder of refraction, unspecified",H52.7,Mangunjaya,230,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.624789478,-7.486361775,108.694796
2023-08,Mata,Pterygium,H11.0,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Keratitis, unspecified",H16.9,Cigugur,253,"Disorders of sclera, cornea, iris and ciliary body",2,-1.542490223,-7.683333,108.65
2023-08,Mata,Corneal ulcer,H16.0,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,"Disorder of refraction, unspecified",H52.7,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Presbyopia,H52.4,Langkaplancar,299,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,Benign neoplasm of eye and adnexa,D31,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,"Foreign body on external eye, part unspecified",T15.9,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Colour vision deficiencies,H53.5,Padaherang,578,Visual disturbances and blindness,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Myopia,H52.1,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,Benign neoplasm of eye and adnexa,D31,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Benign neoplasm of eye and adnexa,D31,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Disorder of refraction, unspecified",H52.7,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Attention to surgical dressings and sutures,Z48.0,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Iridocyclitis, unspecified",H20.9,Cijulang,343,"Disorders of sclera, cornea, iris and ciliary body",2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Keratopathy (bullous aphakic) following cataract surgery,H59.0,Kalipucang,733,Other disorders of eye and adnexa,3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,Ptosis of eyelid,H02.4,Langkaplancar,299,"Disorders of eyelid, lacrimal system and orbit",2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,Corneal ulcer,H16.0,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Tic disorder, unspecified",F95.9,Cigugur,253,Other,2,-1.542490223,-7.683333,108.65
2023-08,Mata,"Iridocyclitis, unspecified",H20.9,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Optic atrophy,H47.2,Pangandaran,1105,Disorders of optic nerve and visual pathways,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Blepharoconjunctivitis,H10.5,Cijulang,343,Disorders of conjunctiva,2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Optic neuritis,H46,Cigugur,253,Disorders of optic nerve and visual pathways,2,-1.542490223,-7.683333,108.65
2023-08,Mata,"Glaucoma, unspecified",H40.9,Pangandaran,1105,Glaucoma,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Chorioretinal inflammation, unspecified",H30.9,Sidamulih,556,Disorders of choroid and retina,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Primary open-angle glaucoma,H40.1,Cigugur,253,Glaucoma,2,-1.542490223,-7.683333,108.65
2023-08,Mata,Aphakia,H27.0,Sidamulih,556,Disorders of lens,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Pterygium,H11.0,Cigugur,253,Disorders of conjunctiva,2,-1.542490223,-7.683333,108.65
2023-08,Mata,Retinal detachment with retinal break,H33.0,Padaherang,578,Disorders of choroid and retina,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,"Malignant neoplasm: Skin of eyelid, including canthus",C44.1,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Disorders of refraction and accommodation,H52,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-08,Mata,Senile cataract,H25,Parigi,862,Disorders of lens,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Foreign body on external eye,T15,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,With ophthalmic complications,E11.3,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Myopia,H52.1,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Disorders of sclera,H15,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,Hordeolum and chalazion,H00,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,Chalazion,H00.1,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Foreign body on external eye, part unspecified",T15.9,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Aphakia,H27.0,Parigi,862,Disorders of lens,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,"Conjunctivitis, unspecified",H10.9,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,Myopia,H52.1,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Subjective visual disturbances,H53.1,Langkaplancar,299,Visual disturbances and blindness,2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,Presbyopia,H52.4,Mangunjaya,230,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.624789478,-7.486361775,108.694796
2023-08,Mata,"Senile cataract, unspecified",H25.9,Cigugur,253,Disorders of lens,2,-1.542490223,-7.683333,108.65
2023-08,Mata,Myopia,H52.1,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Subjective visual disturbances,H53.1,Cimerak,544,Visual disturbances and blindness,0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,Blepharoconjunctivitis,H10.5,Langkaplancar,299,Disorders of conjunctiva,2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,"Conjunctivitis, unspecified",H10.9,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Diabetic retinopathy,H36.0,Cimerak,544,Disorders of choroid and retina,0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,Corneal ulcer,H16.0,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Disorder of cornea, unspecified",H18.9,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Other vitreous opacities,H43.3,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Senile cataract,H25,Padaherang,578,Disorders of lens,0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,"Conjunctivitis, unspecified",H10.9,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Other specified disorders of eyelid,H02.8,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,"Disorder of refraction, unspecified",H52.7,Langkaplancar,299,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,"Keratitis, unspecified",H16.9,Cimerak,544,"Disorders of sclera, cornea, iris and ciliary body",0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,Congenital cataract,Q12.0,Mangunjaya,230,Other,2,-1.624789478,-7.486361775,108.694796
2023-08,Mata,Intermittent heterotropia,H50.3,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-08,Mata,Subjective visual disturbances,H53.1,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,Congenital cataract,Q12.0,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
2023-08,Mata,"Keratitis, unspecified",H16.9,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-08,Mata,"Disorder of iris and ciliary body, unspecified",H21.9,Cimerak,544,"Disorders of sclera, cornea, iris and ciliary body",0,-0.501225735,-7.75108096,108.4391362
2023-08,Mata,Exophthalmic conditions,H05.2,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Other retinal detachments,H33.5,Pangandaran,1105,Disorders of choroid and retina,1,1.506160443,-7.683333,108.7526647
2023-08,Mata,"Glaucoma, unspecified",H40.9,Parigi,862,Glaucoma,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Other anophthalmos,Q11.1,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Disorders of refraction and accommodation,H52,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Disorders of refraction and accommodation,H52,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-08,Mata,Other disorders affecting eyelid function,H02.5,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Disorders of refraction and accommodation,H52,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Keratitis,H16,Mangunjaya,230,"Disorders of sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796
2023-08,Mata,Senile cataract,H25,Sidamulih,556,Disorders of lens,0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Senile cataract,H25,Cijulang,343,Disorders of lens,2,-1.22044966,-7.727417462,108.4725217
2023-08,Mata,Hordeolum and chalazion,H00,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-08,Mata,Other special examinations and investigations of persons without complaint or reported diagnosis,Z01,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
